bibnum|title|author|year|periodical|parent_title|citation|keyword|project|link
571|Novel mechanism of brain soluble epoxide hydrolase-mediated blood pressure regulation in the spontaneously hypertensive rat|Sellers, Kathleen W.; Sun, Chengwen; Diez-Freire, Carlos; Waki, Hidefumi; Morisseau, Christophe; Falck, John R.; Hammock, Bruce D.; Paton, Julian F.; Raizada, Mohan K.|2005|FASEB J. (FASEB journal : official publication of the Federation of American Societies for Experimental Biology)||Sellers, Sun. (2005). FASEB J. 19:626–628|8,11,14-Eicosatrienoic Acid/analogs & derivatives/metabolism; Animals; Baroreflex/physiology; Blood Pressure/physiology; Blotting, Western; Brain/enzymology; Brain Stem/cytology; Cells, Cultured; Epoxide Hydrolases/genetics/metabolism; Heart Rate; Homeostasis/physiology; Hypertension/enzymology/physiopathology; Hypothalamus/cytology; Male; Neurons/physiology; RNA, Messenger/analysis; Rats; Rats, Inbred SHR; Rats, Inbred WKY; Reactive Oxygen Species/metabolism; Reverse Transcriptase Polymerase Chain Reaction; Solubility|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125275.pdf
572|Optimization of an enzyme-linked immunosorbent assay for ecdysteroids|Shiotsuki, T.; Y.-J. Hua; T. Tsugane; S. Gee; B.D. Hammock|2005|J. Insect Biotechnol. Sericology (Journal of insect biotechnology and sericology)||Shiotsuki, Y.-J. Hua. (2005). J. Insect Biotechnol. Sericology 74:1–4||Immunoassay|http://ucanr.org/sites/hammocklab/files/126439.pdf
573|Genetically modified baculoviruses for pest insect control|Kamita, S. G.; K.-D. Kang; B.D. Hammock; A.B. Inceoglu|2005||Comprehensive Molecular Insect Science|Kamita & K.-D. Kang. (2005). In: Comprehensive Molecular Insect Science (Elsevier Science BV., Oxford, UK): 271–322||Insect Biology|http://ucanr.org/sites/hammocklab/files/131042.pdf
574|Application of europium(III) chelate-dyed nanoparticle labels in a competitive atrazine fluoroimmunoassay on an ITO waveguide|Cummins, C. M.; Koivunen, M. E.; Stephanian, A.; Gee, S. J.; Hammock, B. D.; Kennedy, I. M.|2006|Biosens Bioelectron (Biosensors & bioelectronics)||Cummins, Koivunen. (2006). Biosens Bioelectron 21:1077–1085|Atrazine/analysis/chemistry; Biosensing Techniques/instrumentation/methods; Chelating Agents/chemistry; Coated Materials, Biocompatible/chemistry; Europium/chemistry; Fluorescent Dyes/chemistry; Fluoroimmunoassay/instrumentation/methods; Herbicides/analysis/chemistry; Nanotubes/chemistry; Particle Size; Tin Compounds/chemistry|Immunoassay|http://ucanr.org/sites/hammocklab/files/126440.pdf
575|"The Photorhabdus Pir toxins are similar to a developmentally regulated insect protein but show no juvenile hormone esterase activity
"|Waterfield, Nicholas; Kamita, Shizuo George; Hammock, Bruce D.; ffrench-Constant, Richard|2005|FEMS Microbiol. Lett. (FEMS microbiology letters)||Waterfield, Kamita. (2005). FEMS Microbiol. Lett. 245:47–52|Amino Acid Sequence; Animals; Bacterial Proteins/chemistry/genetics/metabolism; Bacterial Toxins/chemistry/genetics/metabolism; Beetles/growth & development/metabolism; Carboxylic Ester Hydrolases/metabolism; Endotoxins/chemistry/genetics/metabolism; Gene Expression Regulation, Developmental; Hemolysin Proteins; Insect Proteins/chemistry/genetics/metabolism; Larva/drug effects/growth & development; Molecular Sequence Data; Moths/drug effects/growth & development; Pest Control, Biological; Photorhabdus/metabolism/pathogenicity; Sequence Homology, Amino Acid|Insect Biology|http://ucanr.org/sites/hammocklab/files/131043.pdf
576|Optimization of amide-based inhibitors of soluble epoxide hydrolase with improved water solubility|Kim, In-Hae; Heirtzler, Fenton R.; Morisseau, Christophe; Nishi, Kosuke; Tsai, Hsing-Ju; Hammock, Bruce D.|2005|J. Med. Chem. (Journal of medicinal chemistry)||Kim, Heirtzler. (2005). J. Med. Chem. 48:3621–3629|1-Octanol; Adamantane/analogs & derivatives/chemical synthesis/chemistry; Amides/chemical synthesis/chemistry; Animals; Butyrates/chemical synthesis/chemistry; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Humans; Mice; Models, Molecular; Solubility; Stereoisomerism; Structure-Activity Relationship; Urea/analogs & derivatives/chemical synthesis/chemistry; Water|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125276.pdf
577|Development of a HPLC/tandem-MS method for the analysis of the larvicides methoprene, hydroprene, and kinoprene at trace levels using Diels-Alder derivatization|Aronov, Pavel A.; Dettmer, Katja; Christiansen, Julie A.; Cornel, Anthony J.; Hammock, Bruce D.|2005|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Aronov, Dettmer. (2005). J. Agric. Food Chem. 53:3306–3312|Chromatography, High Pressure Liquid/methods; Fatty Acids, Unsaturated/analysis; Indicators and Reagents; Insecticides/analysis; Juvenile Hormones; Methoprene/analysis; Pesticide Residues/analysis; Spectrometry, Mass, Electrospray Ionization/methods|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125277.pdf
577|Development of a HPLC/tandem-MS method for the analysis of the larvicides methoprene, hydroprene, and kinoprene at trace levels using Diels-Alder derivatization|Aronov, Pavel A.; Dettmer, Katja; Christiansen, Julie A.; Cornel, Anthony J.; Hammock, Bruce D.|2005|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Aronov, Dettmer. (2005). J. Agric. Food Chem. 53:3306–3312|Chromatography, High Pressure Liquid/methods; Fatty Acids, Unsaturated/analysis; Indicators and Reagents; Insecticides/analysis; Juvenile Hormones; Methoprene/analysis; Pesticide Residues/analysis; Spectrometry, Mass, Electrospray Ionization/methods|Insect Biology|http://ucanr.org/sites/hammocklab/files/125277.pdf
578|A new class of inhibitors of 2-arachidonoylglycerol hydrolysis and invasion of prostate cancer cells|Nithipatikom, Kasem; Endsley, Michael P.; Isbell, Marilyn A.; Wheelock, Craig E.; Hammock, Bruce D.; Campbell, William B.|2005|Biochem. Biophys. Res. Commun. (Biochemical and biophysical research communications)||Nithipatikom, Endsley. (2005). Biochem. Biophys. Res. Commun. 332:1028–1033|Antineoplastic Agents/pharmacology; Arachidonic Acids/metabolism; Cannabinoid Receptor Modulators/metabolism; Cell Line, Tumor; Chromatography, Liquid; Collagen/chemistry; Dose-Response Relationship, Drug; Drug Combinations; Endocannabinoids; Enzyme Inhibitors/pharmacology; Glycerides/metabolism; Humans; Hydrolysis; Ketones/chemistry; Laminin/chemistry; Male; Models, Chemical; Neoplasm Invasiveness; Prostatic Neoplasms/pathology; Proteoglycans/chemistry; Spectrometry, Mass, Electrospray Ionization; Sulfides/chemistry|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125278.pdf
579|Fluorescent substrates for soluble epoxide hydrolase and application to inhibition studies|Jones, Paul D.; Wolf, Nicola M.; Morisseau, Christophe; Whetstone, Paul; Hock, Bertold; Hammock, Bruce D.|2005|Anal. Biochem. (Analytical biochemistry)||Jones, Wolf. (2005). Anal. Biochem. 343:66–75|Enzyme Inhibitors/chemistry; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Epoxy Compounds/chemistry; Fluorescent Dyes/chemistry; Kinetics; Spectrometry, Fluorescence/methods|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125279.pdf
580|Activation of peroxisome proliferator-activated receptor α by substituted urea-derived soluble epoxide hydrolase inhibitors|Fang, Xiang; Hu, Shanming; Watanabe, Takaho; Weintraub, Neal L.; Snyder, Gary D.; Yao, Jianrong; Liu, Yi; Shyy, John Y-J; Hammock, Bruce D.; Spector, Arthur A.|2005|J. Pharmacol. Exp. Ther. (The Journal of pharmacology and experimental therapeutics)||Fang, Hu. (2005). J. Pharmacol. Exp. Ther. 314:260–270|8,11,14-Eicosatrienoic Acid/analogs & derivatives/pharmacology; Animals; Binding, Competitive/drug effects; Biotransformation/drug effects; Blotting, Western; COS Cells; Carnitine O-Palmitoyltransferase/biosynthesis; Cell Movement/drug effects; Cercopithecus aethiops; Cyclohexanes/pharmacology; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/antagonists & inhibitors; Lauric Acids/pharmacology; Ligands; Mice; PPAR alpha/drug effects; Pyrimidines/pharmacology; RNA/biosynthesis/genetics; Reverse Transcriptase Polymerase Chain Reaction; Transfection; Urea/analogs & derivatives/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125280.pdf
581|Soluble epoxide hydrolase is a therapeutic target for acute inflammation|Schmelzer, Kara R.; Kubala, Lukas; Newman, John W.; Kim, In-Hae; Eiserich, Jason P.; Hammock, Bruce D.|2005|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Schmelzer, Kubala. (2005). Proc. Natl. Acad. Sci. U.S.A. 102:9772–9777|Adamantane/analogs & derivatives/chemistry/pharmacology/therapeutic use; Animals; Arachidonic Acids/metabolism; Blood Pressure; Chromatography, High Pressure Liquid; Cytokines/blood; Dose-Response Relationship, Drug; Epoxide Hydrolases/antagonists & inhibitors; Immunoblotting; Inflammation/chemically induced/drug therapy; Lipopolysaccharides/toxicity; Lipoxins/metabolism; Male; Mass Spectrometry; Mice; Mice, Inbred C57BL; Prostaglandin-Endoperoxide Synthases/metabolism; Urea/analogs & derivatives/chemistry/pharmacology/therapeutic use|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125281.pdf
582|"Influence of container adsorption upon observed pyrethroid toxicity to Ceriodaphnia dubia and Hyalella azteca
"|Wheelock, Craig E.; Miller, Jeff L.; Miller, Mike J.; Phillips, Bryn M.; Gee, Shirley J.; Tjeerdema, Ronald S.; Hammock, Bruce D.|2005|Aquat. Toxicol. (Aquatic toxicology)||Wheelock, Miller. (2005). Aquat. Toxicol. 74:47–52|Adsorption; Amphipoda/drug effects/metabolism; Animals; Biological Availability; Cladocera/drug effects/metabolism; Insecticides/chemistry/pharmacokinetics/toxicity; Product Packaging; Pyrethrins/chemistry/pharmacokinetics/toxicity; Toxicity Tests/standards|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125886.pdf
583|Evaluation of alpha-cyano ethers as fluorescent substrates for assay of cytochrome P450 enzyme activity|Kang, Kyung-Don; Jones, Paul D.; Huang, Huazhang; Zhang, Rong; Mostovich, Lyudmila A.; Wheelock, Craig E.; Watanabe, Takaho; Gulyaeva, Lyudmila F.; Hammock, Bruce D.|2005|Anal. Biochem. (Analytical biochemistry)||Kang, Jones. (2005). Anal. Biochem. 344:183–192|Aldehydes/chemical synthesis/chemistry; Animals; Cyanides/chemistry; Cytochrome P-450 CYP1A1/analysis; Cytochrome P-450 Enzyme System/analysis/biosynthesis; Dealkylation; Enzyme Induction; Ethers/chemistry; Fluorescent Dyes; Humans; Mice; Microsomes, Liver/metabolism; NADP/chemistry; Naphthalenes/chemical synthesis/chemistry; Rats|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125282.pdf
583|Evaluation of alpha-cyano ethers as fluorescent substrates for assay of cytochrome P450 enzyme activity|Kang, Kyung-Don; Jones, Paul D.; Huang, Huazhang; Zhang, Rong; Mostovich, Lyudmila A.; Wheelock, Craig E.; Watanabe, Takaho; Gulyaeva, Lyudmila F.; Hammock, Bruce D.|2005|Anal. Biochem. (Analytical biochemistry)||Kang, Jones. (2005). Anal. Biochem. 344:183–192|Aldehydes/chemical synthesis/chemistry; Animals; Cyanides/chemistry; Cytochrome P-450 CYP1A1/analysis; Cytochrome P-450 Enzyme System/analysis/biosynthesis; Dealkylation; Enzyme Induction; Ethers/chemistry; Fluorescent Dyes; Humans; Mice; Microsomes, Liver/metabolism; NADP/chemistry; Naphthalenes/chemical synthesis/chemistry; Rats|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125282.pdf
584|"Individual variability in esterase activity and CYP1A levels in Chinook salmon (Oncorhynchus tshawytscha) exposed to esfenvalerate and chlorpyrifos
"|Wheelock, Craig E.; Eder, Kai J.; Werner, Inge; Huang, Huazhang; Jones, Paul D.; Brammell, Benjamin F.; Elskus, Adria A.; Hammock, Bruce D.|2005|Aquat. Toxicol. (Aquatic toxicology)||Wheelock, Eder. (2005). Aquat. Toxicol. 74:172–192|Acetylcholinesterase/chemistry/metabolism; Analysis of Variance; Animals; Biological Markers/metabolism; Brain/metabolism; Carboxylesterase/chemistry/metabolism; Chlorpyrifos/toxicity; Cytochrome P-450 CYP1A1/metabolism; Dose-Response Relationship, Drug; Insecticides/toxicity; Liver/metabolism; Muscle, Skeletal/metabolism; Nitriles/toxicity; Oncorhynchus mykiss/metabolism; Pyrethrins/toxicity; Survival Analysis|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125283.pdf
585|Metabolomics: building on a century of biochemistry to guide human health|German, J. Bruce; Hammock, Bruce D.; Watkins, Steven M.|2005|Metabolomics (Metabolomics : Official journal of the Metabolomic Society)||German, Hammock, Watkins. (2005). Metabolomics 1:3–9||Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125284.pdf
586|"Characterization of cell lines developed from the glassy-winged sharpshooter, Homalodisca coagulata (Hemiptera: Cicadellidae)
"|Kamita, Shizuo G.; Do, Zung N.; Samra, Aman I.; Hagler, James R.; Hammock, Bruce D.|2005|In Vitro Cell. Dev. Biol. Anim. (In vitro cellular & developmental biology. Animal)||Kamita, Do. (2005). In Vitro Cell. Dev. Biol. Anim. 41:149–153|Animals; Blotting, Western; Cell Culture Techniques; Cell Line/cytology/metabolism; Cell Proliferation; DNA/genetics/metabolism; DNA Primers; Electrophoresis, Polyacrylamide Gel; Hemiptera/cytology/genetics/metabolism; Insect Proteins/metabolism; Polymerase Chain Reaction|Insect Biology|http://ucanr.org/sites/hammocklab/files/131045.pdf
587|Lipid sulfates and sulfonates are allosteric competitive inhibitors of the N-terminal phosphatase activity of the mammalian soluble epoxide hydrolase|Tran, Katherine L.; Aronov, Pavel A.; Tanaka, Hiromasa; Newman, John W.; Hammock, Bruce D.; Morisseau, Christophe|2005|Biochemistry (Biochemistry)||Tran, Aronov. (2005). Biochemistry 44:12179–12187|Allosteric Regulation/drug effects; Allosteric Site; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Esters/chemistry; Humans; Hydroxylation; Kinetics; Lipids/chemistry/pharmacology; Molecular Structure; Phosphates/metabolism; Phosphoric Monoester Hydrolases/antagonists & inhibitors/metabolism; Solubility; Substrate Specificity; Sulfates/chemistry/pharmacology; Sulfonic Acids/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125285.pdf
588|Stereoselective hydrolysis of pyrethroid-like fluorescent substrates by human and other mammalian liver carboxylesterases|Huang, Huazhang; Fleming, Christopher D.; Nishi, Kosuke; Redinbo, Matthew R.; Hammock, Bruce D.|2005|Chem. Res. Toxicol. (Chemical research in toxicology)||Huang, Fleming. (2005). Chem. Res. Toxicol. 18:1371–1377|Animals; Carboxylic Ester Hydrolases/chemistry/metabolism; Humans; Hydrolysis; Kinetics; Liver/enzymology; Mice; Molecular Structure; Nitriles/chemistry/metabolism; Pyrethrins/chemistry/metabolism; Rats; Spectrometry, Fluorescence; Stereoisomerism; Substrate Specificity|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125888.pdf
589|The antiinflammatory effect of laminar flow: the role of PPARγ, epoxyeicosatrienoic acids, and soluble epoxide hydrolase|Liu, Yi; Zhang, Yingjia; Schmelzer, Kara; Lee, Tzong-Shyuan; Fang, Xiang; Zhu, Yi; Spector, Arthur A.; Gill, Sarjeet; Morisseau, Christophe; Hammock, Bruce D.; Shyy, John Y-J|2005|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Liu, Zhang. (2005). Proc. Natl. Acad. Sci. U.S.A. 102:16747–16752|3T3-L1 Cells; Animals; Base Sequence; Catalysis; Cattle; Cells, Cultured; DNA Primers; Down-Regulation; Eicosanoids/physiology; Epoxide Hydrolases/physiology; Inflammation/physiopathology; Mice; PPAR gamma/physiology; Reverse Transcriptase Polymerase Chain Reaction; Solubility|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125286.pdf
590|"Modulation of the Ca2+ permeable cation channel TRPV4 by cytochrome P450 epoxygenases in vascular endothelium
"|Vriens, J.; Owsianik, G.; Fisslthaler, B.; Suzuki, M.; Janssens, A.; Voets, T.; Morisseau, C.; Hammock, B. D.; Fleming, I.; Busse, R.; Nilius, B.|2005|Circ. Res. (Circulation research)||Vriens, Owsianik. (2005). Circ. Res. 97:908–915|8,11,14-Eicosatrienoic Acid/analogs & derivatives/metabolism; Animals; Calcium/metabolism; Cells, Cultured; Cytochrome P-450 Enzyme System/physiology; Endothelial Cells/metabolism; Epoxide Hydrolases/antagonists & inhibitors/physiology; Mice; Nifedipine/pharmacology; TRPV Cation Channels/physiology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125287.pdf
591|"Microarray immunoassay for phenoxybenzoic acid using polymer encapsulated Eu:Gd2O3 nanoparticles as fluorescent labels
"|Nichkova, Mikaela; Dosev, Dosi; Gee, Shirley J.; Hammock, Bruce D.; Kennedy, Ian M.|2005|Anal. Chem. (Analytical chemistry)||Nichkova, Dosev. (2005). Anal. Chem. 77:6864–6873|Antibodies; Benzoates/chemistry; Europium/chemistry; Gadolinium/chemistry; Immunoassay/instrumentation/methods; Microarray Analysis/methods; Nanoparticles/chemistry; Phenyl Ethers/chemistry; Polylysine/chemistry; Polymers/chemistry|Immunoassay|http://ucanr.org/sites/hammocklab/files/126442.pdf
592|Analyte peptidomimetics selected from phage display peptide libraries: a systematic strategy for the development of environmental immunoassays|Cardozo, Soledad; González-Techera, Andrés; Last, Jerold A.; Hammock, Bruce D.; Kramer, Karl; González-Sapienza, Gualberto G.|2005|Environ. Sci. Technol. (Environmental science & technology)||Cardozo, González-Techera. (2005). Environ. Sci. Technol. 39:4234–4241|Amino Acid Sequence; Antibodies, Monoclonal/immunology; Antibody Specificity; Bacteriophages/genetics; Environmental Pollutants/analysis; Enzyme-Linked Immunosorbent Assay; Enzymes, Immobilized; Haptens/immunology; Immunoassay/economics/methods; Molecular Mimicry; Peptide Library; Sensitivity and Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/126443.pdf
593|Application of luminescent Eu:Gd2O3 nanoparticles to the visualization of protein micropatterns|Dosev, Dosi; Nichkova, Mikaela; Liu, Maozi; Guo, Bing; Liu, Gang-Yu; Hammock, Bruce D.; Kennedy, Ian M.|2005|J Biomed Opt (Journal of biomedical optics)||Dosev, Nichkova. (2005). J Biomed Opt 10:064006|Biosensing Techniques/methods; Coated Materials, Biocompatible/analysis/chemistry; Europium/chemistry; Fluorescent Dyes; Gadolinium/analysis/chemistry; Image Enhancement/methods; Luminescent Measurements/methods; Luminescent Proteins/analysis/ultrastructure; Microscopy, Fluorescence/methods; Nanotubes/chemistry/ultrastructure|Immunoassay|http://ucanr.org/sites/hammocklab/files/126444.pdf
